_id,price,coutnry,group,weight
ObjectId("5c825dd82dcf3568a17d27f2"),1464,Россия,2,800
ObjectId("5c825dd82dcf3568a17d27f3"),260,Россия,4,900
ObjectId("5c825dd82dcf3568a17d27f4"),195,Россия,1,700
ObjectId("5c825dd82dcf3568a17d27f5"),1338,Россия,1,800
ObjectId("5c825dd82dcf3568a17d27f8"),741,Россия,4,700
ObjectId("5c825dd82dcf3568a17d27fb"),1942,Россия,3,750
ObjectId("5c825dd82dcf3568a17d27fc"),419,Россия,4,800
ObjectId("5c825dd82dcf3568a17d27fd"),1878,Россия,3,800
ObjectId("5c825dd82dcf3568a17d27fe"),394,Россия,3,960
ObjectId("5c825dd82dcf3568a17d2800"),384,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2802"),1028,Россия,3,800
ObjectId("5c825dd82dcf3568a17d2803"),1748,Россия,1,700
ObjectId("5c825dd82dcf3568a17d2805"),297,Россия,3,600
ObjectId("5c825dd82dcf3568a17d2806"),804,Россия,2,800
ObjectId("5c825dd82dcf3568a17d2808"),1560,Россия,1,900
ObjectId("5c825dd82dcf3568a17d2809"),1578,Россия,3,800
ObjectId("5c825dd82dcf3568a17d280a"),296,Россия,1,700
ObjectId("5c825dd82dcf3568a17d280b"),2146,Россия,1,700
ObjectId("5c825dd82dcf3568a17d280c"),99,Россия,4,450
ObjectId("5c825dd82dcf3568a17d280d"),2439,Россия,4,450
ObjectId("5c825dd82dcf3568a17d2812"),2445,Россия,3,900
ObjectId("5c825dd82dcf3568a17d2815"),356,Россия,3,600
ObjectId("5c825dd82dcf3568a17d2816"),469,Россия,4,900
ObjectId("5c825dd82dcf3568a17d2817"),200,Россия,3,450
ObjectId("5c825dd82dcf3568a17d2818"),426,Россия,2,800
ObjectId("5c825dd82dcf3568a17d2819"),289,Россия,4,700
ObjectId("5c825dd82dcf3568a17d281b"),1358,Россия,1,250
ObjectId("5c825dd82dcf3568a17d281c"),1409,Казахстан,1,250
ObjectId("5c825dd82dcf3568a17d281d"),891,Россия,2,430
ObjectId("5c825dd82dcf3568a17d281e"),1802,Россия,4,900
ObjectId("5c825dd82dcf3568a17d281f"),820,Россия,1,500
ObjectId("5c825dd82dcf3568a17d2820"),412,Россия,2,1
ObjectId("5c825dd82dcf3568a17d2821"),607,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2822"),660,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2823"),1799,Россия,2,500
ObjectId("5c825dd82dcf3568a17d2824"),2413,Россия,3,500
ObjectId("5c825dd82dcf3568a17d2825"),1848,Россия,2,450
ObjectId("5c825dd82dcf3568a17d2826"),369,Россия,4,250
ObjectId("5c825dd82dcf3568a17d2827"),672,Россия,4,400
ObjectId("5c825dd82dcf3568a17d2828"),2329,Россия,2,400
ObjectId("5c825dd82dcf3568a17d2829"),2138,Россия,2,400
ObjectId("5c825dd82dcf3568a17d282a"),1993,Россия,3,400
ObjectId("5c825dd82dcf3568a17d282b"),2201,Россия,3,500
ObjectId("5c825dd82dcf3568a17d282c"),2059,Россия,2,400
ObjectId("5c825dd82dcf3568a17d282d"),450,Россия,4,400
ObjectId("5c825dd82dcf3568a17d282e"),1955,Россия,3,400
ObjectId("5c825dd82dcf3568a17d282f"),1473,Россия,3,400
ObjectId("5c825dd82dcf3568a17d2830"),2257,Россия,3,500
ObjectId("5c825dd82dcf3568a17d2831"),255,Россия,3,450
ObjectId("5c825dd82dcf3568a17d2832"),1097,Россия,1,450
ObjectId("5c825dd82dcf3568a17d2833"),108,Россия,4,400
ObjectId("5c825dd82dcf3568a17d2834"),862,Россия,1,400
ObjectId("5c825dd82dcf3568a17d2835"),1363,Россия,4,900
ObjectId("5c825dd82dcf3568a17d2836"),522,Россия,2,400
ObjectId("5c825dd82dcf3568a17d2837"),727,Россия,4,900
ObjectId("5c825dd82dcf3568a17d2838"),1457,Россия,1,900
ObjectId("5c825dd82dcf3568a17d2839"),1646,Россия,2,900
ObjectId("5c825dd82dcf3568a17d283a"),266,Россия,1,400
ObjectId("5c825dd82dcf3568a17d283b"),1598,Россия,2,450
ObjectId("5c825dd82dcf3568a17d283d"),788,Италия,2,500
ObjectId("5c825dd82dcf3568a17d283e"),2018,Россия,3,400
ObjectId("5c825dd82dcf3568a17d283f"),2429,Россия,1,500
ObjectId("5c825dd82dcf3568a17d2840"),1804,Италия,3,500
ObjectId("5c825dd82dcf3568a17d2841"),993,Италия,4,500
ObjectId("5c825dd82dcf3568a17d2842"),743,Россия,1,450
ObjectId("5c825dd82dcf3568a17d2843"),1604,Россия,1,400
ObjectId("5c825dd82dcf3568a17d2844"),1112,Россия,2,450
ObjectId("5c825dd82dcf3568a17d2845"),1748,Россия,4,400
ObjectId("5c825dd82dcf3568a17d2846"),336,Россия,3,450
ObjectId("5c825dd82dcf3568a17d2847"),2033,Россия,2,350
ObjectId("5c825dd82dcf3568a17d2848"),2359,Россия,1,10
ObjectId("5c825dd82dcf3568a17d2849"),1791,Россия,4,800
ObjectId("5c825dd82dcf3568a17d284a"),2161,Россия,2,870
ObjectId("5c825dd82dcf3568a17d284b"),1816,Россия,4,870
ObjectId("5c825dd82dcf3568a17d284c"),363,Россия,1,850
ObjectId("5c825dd82dcf3568a17d284d"),1702,Россия,3,900
ObjectId("5c825dd82dcf3568a17d284e"),2296,Россия,1,900
ObjectId("5c825dd82dcf3568a17d284f"),458,Россия,4,870
ObjectId("5c825dd82dcf3568a17d2850"),703,Россия,3,870
ObjectId("5c825dd82dcf3568a17d2851"),896,Россия,1,5
ObjectId("5c825dd82dcf3568a17d2852"),577,Россия,4,3
ObjectId("5c825dd82dcf3568a17d2853"),1072,Россия,3,850
ObjectId("5c825dd82dcf3568a17d2854"),1569,Украина,2,1
ObjectId("5c825dd82dcf3568a17d2855"),134,Словения,2,250
ObjectId("5c825dd82dcf3568a17d2856"),1638,Россия,3,1
ObjectId("5c825dd82dcf3568a17d2857"),1276,Россия,3,5
ObjectId("5c825dd82dcf3568a17d2858"),1599,Россия,3,500
ObjectId("5c825dd82dcf3568a17d2859"),2386,Россия,2,870
ObjectId("5c825dd82dcf3568a17d285a"),1126,Россия,4,1
ObjectId("5c825dd82dcf3568a17d285b"),18,Россия,4,1
ObjectId("5c825dd82dcf3568a17d285c"),107,Россия,2,250
ObjectId("5c825dd82dcf3568a17d285d"),1049,Россия,2,600
ObjectId("5c825dd82dcf3568a17d285e"),961,Россия,2,2
ObjectId("5c825dd82dcf3568a17d285f"),2188,Россия,3,500
ObjectId("5c825dd82dcf3568a17d2860"),2039,Россия,1,900
ObjectId("5c825dd82dcf3568a17d2861"),1455,Испания,4,500
ObjectId("5c825dd82dcf3568a17d2862"),1033,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2863"),510,Россия,3,500
ObjectId("5c825dd82dcf3568a17d2864"),1894,Россия,4,250
ObjectId("5c825dd82dcf3568a17d2865"),936,Россия,4,750
ObjectId("5c825dd82dcf3568a17d2866"),167,Россия,2,870
ObjectId("5c825dd82dcf3568a17d2867"),1871,Россия,1,500
ObjectId("5c825dd82dcf3568a17d2868"),752,Россия,2,20
ObjectId("5c825dd82dcf3568a17d2869"),1273,Россия,1,10
ObjectId("5c825dd82dcf3568a17d286a"),1725,Россия,1,12
ObjectId("5c825dd82dcf3568a17d286b"),70,Россия,1,150
ObjectId("5c825dd82dcf3568a17d286c"),1286,Россия,2,11
ObjectId("5c825dd82dcf3568a17d286d"),2270,Россия,3,25
ObjectId("5c825dd82dcf3568a17d286e"),2140,Россия,3,11
ObjectId("5c825dd82dcf3568a17d286f"),1414,Россия,4,15
ObjectId("5c825dd82dcf3568a17d2870"),83,Россия,4,10
ObjectId("5c825dd82dcf3568a17d2871"),1270,Россия,3,140
ObjectId("5c825dd82dcf3568a17d2872"),433,Россия,4,120
ObjectId("5c825dd82dcf3568a17d2873"),1133,Россия,4,1.5
ObjectId("5c825dd82dcf3568a17d2874"),1736,Россия,2,1.5
ObjectId("5c825dd82dcf3568a17d2875"),372,Россия,4,1.5
ObjectId("5c825dd82dcf3568a17d2876"),1420,Россия,3,50
ObjectId("5c825dd82dcf3568a17d2877"),1890,Россия,4,10
ObjectId("5c825dd82dcf3568a17d2878"),13,Россия,3,100
ObjectId("5c825dd82dcf3568a17d2879"),2418,Россия,4,200
ObjectId("5c825dd82dcf3568a17d287a"),149,Россия,2,11
ObjectId("5c825dd82dcf3568a17d287b"),1484,Россия,4,200
ObjectId("5c825dd82dcf3568a17d287c"),2315,Россия,1,20
ObjectId("5c825dd82dcf3568a17d287d"),1191,Корея,3,500
ObjectId("5c825dd82dcf3568a17d287e"),64,Турция,4,11
ObjectId("5c825dd82dcf3568a17d287f"),81,Россия,4,10
ObjectId("5c825dd82dcf3568a17d2880"),488,Россия,1,7
ObjectId("5c825dd82dcf3568a17d2881"),1575,Россия,4,10
ObjectId("5c825dd82dcf3568a17d2882"),2195,Россия,2,10
ObjectId("5c825dd82dcf3568a17d2883"),1792,Россия,3,175
ObjectId("5c825dd82dcf3568a17d2884"),453,Россия,3,10
ObjectId("5c825dd82dcf3568a17d2885"),762,Россия,2,1
ObjectId("5c825dd82dcf3568a17d2886"),2131,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2887"),2227,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2888"),264,Россия,4,350
ObjectId("5c825dd82dcf3568a17d2889"),761,Россия,2,500
ObjectId("5c825dd82dcf3568a17d288a"),2252,Россия,1,1
ObjectId("5c825dd82dcf3568a17d288b"),463,Россия,1,500
ObjectId("5c825dd82dcf3568a17d288c"),2170,Россия,1,5
ObjectId("5c825dd82dcf3568a17d288d"),2143,Испания,3,250
ObjectId("5c825dd82dcf3568a17d288e"),597,Россия,2,1
ObjectId("5c825dd82dcf3568a17d288f"),2147,Россия,2,1
ObjectId("5c825dd82dcf3568a17d2890"),1906,Россия,2,810
ObjectId("5c825dd82dcf3568a17d2891"),2318,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2892"),2255,Россия,2,900
ObjectId("5c825dd82dcf3568a17d2893"),1753,Россия,1,900
ObjectId("5c825dd82dcf3568a17d2894"),1300,Россия,4,10
ObjectId("5c825dd82dcf3568a17d2895"),1645,Россия,2,820
ObjectId("5c825dd82dcf3568a17d2896"),442,Россия,1,900
ObjectId("5c825dd82dcf3568a17d2897"),457,Россия,4,1
ObjectId("5c825dd82dcf3568a17d2898"),677,Россия,3,500
ObjectId("5c825dd82dcf3568a17d2899"),2311,Россия,1,600
ObjectId("5c825dd82dcf3568a17d289a"),511,Россия,1,1
ObjectId("5c825dd82dcf3568a17d289b"),1689,Россия,4,1
ObjectId("5c825dd82dcf3568a17d289c"),71,Россия,2,7.5
ObjectId("5c825dd82dcf3568a17d289d"),975,Россия,3,900
ObjectId("5c825dd82dcf3568a17d289e"),2238,Испания,1,500
ObjectId("5c825dd82dcf3568a17d289f"),2149,Россия,2,900
ObjectId("5c825dd82dcf3568a17d28a1"),1405,Россия,3,600
ObjectId("5c825dd82dcf3568a17d28a2"),1461,Россия,1,600
ObjectId("5c825dd82dcf3568a17d28a3"),427,Россия,2,650
ObjectId("5c825dd82dcf3568a17d28a4"),375,Россия,2,900
ObjectId("5c825dd82dcf3568a17d28a5"),2172,Россия,4,800
ObjectId("5c825dd82dcf3568a17d28a6"),1046,Россия,1,800
ObjectId("5c825dd82dcf3568a17d28a7"),20,Финляндия,4,550
ObjectId("5c825dd82dcf3568a17d28a8"),875,Россия,2,800
ObjectId("5c825dd82dcf3568a17d28a9"),2089,Россия,4,700
ObjectId("5c825dd82dcf3568a17d28aa"),159,Россия,2,800
ObjectId("5c825dd82dcf3568a17d28ab"),2355,Россия,2,900
ObjectId("5c825dd82dcf3568a17d28ac"),593,Россия,3,700
ObjectId("5c825dd82dcf3568a17d28ad"),876,Россия,3,700
ObjectId("5c825dd82dcf3568a17d28ae"),894,Россия,3,800
ObjectId("5c825dd82dcf3568a17d28af"),28,Россия,1,800
ObjectId("5c825dd82dcf3568a17d28b0"),2434,Россия,3,900
ObjectId("5c825dd82dcf3568a17d28b1"),1560,Россия,2,900
ObjectId("5c825dd82dcf3568a17d28b2"),1035,Россия,2,800
ObjectId("5c825dd82dcf3568a17d28b4"),1045,Италия,2,250
ObjectId("5c825dd82dcf3568a17d28b5"),1775,Россия,1,500
ObjectId("5c825dd82dcf3568a17d28b6"),1024,Россия,1,750
ObjectId("5c825dd82dcf3568a17d28b7"),1667,Россия,2,800
ObjectId("5c825dd82dcf3568a17d28b8"),1568,Россия,2,500
ObjectId("5c825dd82dcf3568a17d28b9"),2186,Россия,3,900
ObjectId("5c825dd82dcf3568a17d28ba"),2350,Россия,1,900
ObjectId("5c825dd82dcf3568a17d28bb"),2331,Россия,1,830
ObjectId("5c825dd82dcf3568a17d28bc"),787,Россия,4,500
ObjectId("5c825dd82dcf3568a17d28bd"),975,Россия,4,500
ObjectId("5c825dd82dcf3568a17d28be"),2427,Германия,4,250
ObjectId("5c825dd82dcf3568a17d28bf"),1498,Россия,3,1
ObjectId("5c825dd82dcf3568a17d28c0"),93,Россия,1,1.5
ObjectId("5c825dd82dcf3568a17d28c1"),914,Испания,4,1
ObjectId("5c825dd82dcf3568a17d28c2"),906,Россия,1,1
ObjectId("5c825dd82dcf3568a17d28c3"),1059,Испания,2,2
ObjectId("5c825dd82dcf3568a17d28c4"),1210,Италия,4,500
ObjectId("5c825dd82dcf3568a17d28c5"),1759,Италия,2,250
ObjectId("5c825dd82dcf3568a17d28c6"),881,Италия,3,1
ObjectId("5c825dd82dcf3568a17d28c7"),409,Италия,3,5
ObjectId("5c825dd82dcf3568a17d28c8"),1878,Испания,1,500
ObjectId("5c825dd82dcf3568a17d28c9"),1299,Италия,1,250
ObjectId("5c825dd82dcf3568a17d28ca"),2221,Россия,3,2
ObjectId("5c825dd82dcf3568a17d28cb"),859,Италия,1,250
ObjectId("5c825dd82dcf3568a17d28cc"),2125,Италия,4,1
ObjectId("5c825dd82dcf3568a17d28cd"),1094,Словения,4,250
ObjectId("5c825dd82dcf3568a17d28ce"),1622,Украина,2,350
ObjectId("5c825dd82dcf3568a17d28cf"),2437,Украина,2,350
ObjectId("5c825dd82dcf3568a17d28d0"),791,Англия,4,250
ObjectId("5c825dd82dcf3568a17d28d1"),313,Украина,3,500
ObjectId("5c825dd82dcf3568a17d28d2"),1710,Англия,4,250
ObjectId("5c825dd82dcf3568a17d28d3"),1699,Россия,3,800
ObjectId("5c825dd82dcf3568a17d28d4"),110,Россия,4,700
ObjectId("5c825dd82dcf3568a17d28d5"),346,Россия,2,700
ObjectId("5c825dd82dcf3568a17d28d8"),1757,Россия,2,600
ObjectId("5c825dd82dcf3568a17d28d9"),1590,Россия,2,900
ObjectId("5c825dd82dcf3568a17d28da"),1692,Россия,3,100
ObjectId("5c825dd82dcf3568a17d28db"),1302,Россия,2,500
ObjectId("5c825dd82dcf3568a17d28dd"),2013,Россия,3,40
ObjectId("5c825dd82dcf3568a17d28de"),1200,Россия,1,200
ObjectId("5c825dd82dcf3568a17d28e0"),1605,Россия,4,1.5
ObjectId("5c825dd82dcf3568a17d28e1"),51,Россия,3,10
ObjectId("5c825dd82dcf3568a17d28e2"),2112,35%,2,175
ObjectId("5c825dd82dcf3568a17d28e3"),2471,Россия,3,200
ObjectId("5c825dd82dcf3568a17d28e4"),120,Италия,4,1
ObjectId("5c825dd82dcf3568a17d28e5"),980,Италия,1,1
ObjectId("5c825dd82dcf3568a17d28e6"),2051,Россия,2,800
ObjectId("5c825dd82dcf3568a17d28e7"),840,Россия,2,12
ObjectId("5c825dd82dcf3568a17d28e8"),1555,Россия,2,1
ObjectId("5c825dd82dcf3568a17d28e9"),2346,Россия,1,10
ObjectId("5c825dd82dcf3568a17d28ea"),1962,Россия,1,900
ObjectId("5c825dd82dcf3568a17d28eb"),418,Россия,2,800
ObjectId("5c825dd82dcf3568a17d28ed"),619,Россия,1,900
ObjectId("5c825dd82dcf3568a17d28ee"),2418,Россия,4,700
ObjectId("5c825dd82dcf3568a17d28f0"),682,Россия,1,700
ObjectId("5c825dd82dcf3568a17d28f2"),101,Россия,4,700
ObjectId("5c825dd82dcf3568a17d28f4"),1277,Россия,2,95
ObjectId("5c825dd82dcf3568a17d28f5"),1979,Россия,3,900
ObjectId("5c825dd82dcf3568a17d28f6"),1648,Россия,4,90
ObjectId("5c825dd82dcf3568a17d28f7"),1789,Россия,2,100
ObjectId("5c825dd82dcf3568a17d28f8"),2138,Южная Корея,4,86
ObjectId("5c825dd82dcf3568a17d28f9"),1624,Россия,3,60
ObjectId("5c825dd82dcf3568a17d28fa"),398,Россия,2,10
ObjectId("5c825dd82dcf3568a17d28fb"),557,Россия,4,50
ObjectId("5c825dd82dcf3568a17d28fc"),42,Россия,1,60
ObjectId("5c825dd82dcf3568a17d28fd"),359,Россия,2,40
ObjectId("5c825dd82dcf3568a17d28fe"),1461,Россия,4,16
ObjectId("5c825dd82dcf3568a17d28ff"),330,Россия,2,16
ObjectId("5c825dd82dcf3568a17d2900"),1735,Россия,2,37
ObjectId("5c825dd82dcf3568a17d2901"),384,Россия,4,30
ObjectId("5c825dd82dcf3568a17d2902"),1807,Россия,1,105
ObjectId("5c825dd82dcf3568a17d2903"),2397,Россия,2,250
ObjectId("5c825dd82dcf3568a17d2904"),1460,Россия,4,300
ObjectId("5c825dd82dcf3568a17d2905"),83,Россия,4,300
ObjectId("5c825dd82dcf3568a17d2906"),1588,Россия,4,450
ObjectId("5c825dd82dcf3568a17d2907"),129,Россия,1,450
ObjectId("5c825dd82dcf3568a17d2909"),2383,Италия,2,500
ObjectId("5c825dd82dcf3568a17d290b"),963,Россия,3,40
ObjectId("5c825dd82dcf3568a17d290c"),763,Россия,2,60
ObjectId("5c825dd82dcf3568a17d290d"),2447,Россия,1,50
ObjectId("5c825dd82dcf3568a17d290e"),791,Россия,3,45
ObjectId("5c825dd82dcf3568a17d290f"),696,Россия,2,37
ObjectId("5c825dd82dcf3568a17d2910"),2464,Россия,1,60
ObjectId("5c825dd82dcf3568a17d2911"),1498,Россия,3,55
ObjectId("5c825dd82dcf3568a17d2912"),173,Россия,1,70
ObjectId("5c825dd82dcf3568a17d2913"),574,Россия,2,200
ObjectId("5c825dd82dcf3568a17d2914"),1880,Россия,2,240
ObjectId("5c825dd82dcf3568a17d2915"),1801,Россия,4,75
ObjectId("5c825dd82dcf3568a17d2916"),1096,Россия,2,60
ObjectId("5c825dd82dcf3568a17d2917"),674,Россия,2,140
ObjectId("5c825dd82dcf3568a17d2918"),357,Россия,3,105
ObjectId("5c825dd82dcf3568a17d2919"),2468,Россия,3,90
ObjectId("5c825dd82dcf3568a17d291a"),1980,Россия,1,90
ObjectId("5c825dd82dcf3568a17d291b"),180,Россия,4,40
ObjectId("5c825dd82dcf3568a17d291c"),1914,Россия,3,90
ObjectId("5c825dd82dcf3568a17d291d"),686,Россия,3,80
ObjectId("5c825dd82dcf3568a17d291e"),1054,Россия,2,80
ObjectId("5c825dd82dcf3568a17d291f"),839,Россия,1,12
ObjectId("5c825dd82dcf3568a17d2920"),768,Россия,2,50
ObjectId("5c825dd82dcf3568a17d2921"),1883,Россия,3,65
ObjectId("5c825dd82dcf3568a17d2922"),839,Россия,3,60
ObjectId("5c825dd82dcf3568a17d2923"),1334,Россия,3,90
ObjectId("5c825dd82dcf3568a17d2924"),1980,Россия,4,90
ObjectId("5c825dd82dcf3568a17d2925"),267,Россия,4,240
ObjectId("5c825dd82dcf3568a17d2926"),259,Россия,2,90
ObjectId("5c825dd82dcf3568a17d2927"),2111,Россия,1,65
ObjectId("5c825dd82dcf3568a17d2928"),2371,Россия,1,70
ObjectId("5c825dd82dcf3568a17d2929"),5,Россия,1,50
ObjectId("5c825dd82dcf3568a17d292a"),2236,Россия,2,85
ObjectId("5c825dd82dcf3568a17d292b"),1519,Россия,2,70
ObjectId("5c825dd82dcf3568a17d292c"),596,Россия,4,60
ObjectId("5c825dd82dcf3568a17d292d"),120,Россия,3,60
ObjectId("5c825dd82dcf3568a17d292e"),2431,Россия,2,60
ObjectId("5c825dd82dcf3568a17d292f"),1684,Россия,2,13
ObjectId("5c825dd82dcf3568a17d2930"),1051,Россия,1,60
ObjectId("5c825dd82dcf3568a17d2931"),1945,Россия,2,60
ObjectId("5c825dd82dcf3568a17d2932"),101,Россия,3,10
ObjectId("5c825dd82dcf3568a17d2933"),2007,Россия,3,10
ObjectId("5c825dd82dcf3568a17d2934"),2096,Россия,3,100
ObjectId("5c825dd82dcf3568a17d2935"),1942,Россия,3,10
ObjectId("5c825dd82dcf3568a17d2936"),2164,Россия,4,60
ObjectId("5c825dd82dcf3568a17d293d"),302,Россия,1,75
ObjectId("5c825dd82dcf3568a17d2943"),582,Россия,3,70
ObjectId("5c825dd82dcf3568a17d2961"),1754,Хорватия,4,48
ObjectId("5c825dd82dcf3568a17d2962"),711,Хорватия,4,62
ObjectId("5c825dd82dcf3568a17d2963"),2381,Россия,1,90
ObjectId("5c825dd82dcf3568a17d2964"),2039,Россия,2,40
ObjectId("5c825dd82dcf3568a17d2965"),1033,Россия,1,65
ObjectId("5c825dd82dcf3568a17d2966"),1607,Россия,3,60
ObjectId("5c825dd82dcf3568a17d2969"),8,Россия,3,90
ObjectId("5c825dd82dcf3568a17d297b"),2147,Россия,4,80
ObjectId("5c825dd82dcf3568a17d297c"),1934,Россия,2,90
ObjectId("5c825dd82dcf3568a17d297d"),334,Россия,2,110
ObjectId("5c825dd82dcf3568a17d297e"),903,Россия,2,75
ObjectId("5c825dd82dcf3568a17d297f"),1129,Россия,4,80
ObjectId("5c825dd82dcf3568a17d2980"),1038,Россия,2,70
ObjectId("5c825dd82dcf3568a17d2981"),2493,Россия,2,75
ObjectId("5c825dd82dcf3568a17d2982"),2018,Россия,3,50
ObjectId("5c825dd82dcf3568a17d2983"),952,Россия,1,55
ObjectId("5c825dd82dcf3568a17d2984"),1346,Россия,1,34
ObjectId("5c825dd82dcf3568a17d2985"),2123,Россия,3,85
ObjectId("5c825dd82dcf3568a17d2986"),252,Россия,3,34
ObjectId("5c825dd82dcf3568a17d2987"),825,Россия,4,100
ObjectId("5c825dd82dcf3568a17d2988"),583,Россия,2,55
ObjectId("5c825dd82dcf3568a17d2989"),1888,Россия,2,60
ObjectId("5c825dd82dcf3568a17d298a"),522,Россия,4,60
ObjectId("5c825dd82dcf3568a17d298b"),948,Россия,3,60
ObjectId("5c825dd82dcf3568a17d298c"),843,Россия,4,50
ObjectId("5c825dd82dcf3568a17d298d"),445,Россия,3,55
ObjectId("5c825dd82dcf3568a17d298e"),1221,Россия,4,60
ObjectId("5c825dd82dcf3568a17d298f"),2113,Россия,4,60
ObjectId("5c825dd82dcf3568a17d2991"),129,Украина,3,50
ObjectId("5c825dd82dcf3568a17d29af"),1311,Беларусь,2,500
ObjectId("5c825dd82dcf3568a17d29b0"),321,Россия,3,1
ObjectId("5c825dd82dcf3568a17d29b1"),1632,Казахстан,2,1
ObjectId("5c825dd82dcf3568a17d29b2"),2019,Россия,4,1
ObjectId("5c825dd82dcf3568a17d29b3"),1476,Россия,4,1
ObjectId("5c825dd82dcf3568a17d29b4"),1864,Россия,1,1
ObjectId("5c825dd82dcf3568a17d29b5"),853,Россия,3,500
ObjectId("5c825dd82dcf3568a17d29b6"),1092,Россия,1,2.5
ObjectId("5c825dd82dcf3568a17d29b7"),1343,Россия,4,1
ObjectId("5c825dd82dcf3568a17d29b8"),1892,Россия,2,900
ObjectId("5c825dd82dcf3568a17d29b9"),2209,Россия,4,320
ObjectId("5c825dd82dcf3568a17d29ba"),1896,Россия,1,130
ObjectId("5c825dd82dcf3568a17d29bb"),1591,Россия,2,500
ObjectId("5c825dd82dcf3568a17d29bc"),1735,Россия,4,1
ObjectId("5c825dd82dcf3568a17d29bd"),1526,Россия,4,2
